evaluation_id,category,score,model_version,date
3418,knowledge,83.66,gpt-3.5-turbo,2026-02-26
3419,knowledge,30.64,gpt-4-turbo,2026-02-26
3420,code,46.28,gpt-4,2026-02-26
3421,code,60.76,gpt-4,2026-02-26
3422,code,74.6,gpt-3.5-turbo,2026-02-26
3423,code,54.36,gpt-4-turbo,2026-02-26
3424,code,42.98,claude-3-opus,2026-02-26
3425,code,87.05,claude-3-opus,2026-02-26
3426,code,15.56,gpt-3.5-turbo,2026-02-26
3427,code,32.07,gpt-4-turbo,2026-02-26
3428,code,64.16,gpt-3.5-turbo,2026-02-26
3429,code,24.21,claude-3-opus,2026-02-26
3430,code,39.28,gpt-3.5-turbo,2026-02-26
3431,code,69.61,gpt-3.5-turbo,2026-02-26
3432,instruction_following,94.78,gpt-4-turbo,2026-02-26
3433,instruction_following,89.58,claude-3-opus,2026-02-26
3434,instruction_following,73.15,gpt-4,2026-02-26
3435,instruction_following,89.54,claude-3-opus,2026-02-26
3436,instruction_following,83.05,gpt-3.5-turbo,2026-02-26
3437,instruction_following,88.89,gpt-4-turbo,2026-02-26
3438,instruction_following,63.5,gpt-4-turbo,2026-02-26
3439,tool_calling,63.27,gpt-4-turbo,2026-02-26
3440,tool_calling,36.69,gpt-4-turbo,2026-02-26
3441,tool_calling,72.74,claude-3-opus,2026-02-26
3442,tool_calling,51.15,gpt-4,2026-02-26
3443,tool_calling,55.43,gpt-4-turbo,2026-02-26
3444,tool_calling,52.27,gpt-3.5-turbo,2026-02-26
3445,tool_calling,38.75,gpt-4,2026-02-26
3446,tool_calling,60.09,gpt-4-turbo,2026-02-26
3447,tool_calling,34.06,gpt-3.5-turbo,2026-02-26
3448,tool_calling,67.36,gpt-3.5-turbo,2026-02-26
3449,tool_calling,69.14,gpt-4-turbo,2026-02-26
3450,reasoning,46.85,gpt-3.5-turbo,2026-02-27
3451,reasoning,80.65,gpt-4-turbo,2026-02-27
3452,reasoning,10.93,claude-3-opus,2026-02-27
3453,reasoning,27.74,gpt-3.5-turbo,2026-02-27
3454,reasoning,34.78,gpt-3.5-turbo,2026-02-27
3455,reasoning,68.62,claude-3-opus,2026-02-27
3456,reasoning,11.49,gpt-4-turbo,2026-02-27
3457,reasoning,35.16,claude-3-opus,2026-02-27
3458,reasoning,43.97,claude-3-opus,2026-02-27
3459,reasoning,32.22,gpt-3.5-turbo,2026-02-27
3460,reasoning,48.69,claude-3-opus,2026-02-27
3461,reasoning,26.48,gpt-3.5-turbo,2026-02-27
3462,reasoning,49.03,gpt-3.5-turbo,2026-02-27
3463,reasoning,36.16,gpt-4,2026-02-27
3464,reasoning,76.95,gpt-4-turbo,2026-02-27
3465,knowledge,75.05,gpt-3.5-turbo,2026-02-27
3466,knowledge,58.65,gpt-4-turbo,2026-02-27
3467,knowledge,34.07,gpt-4-turbo,2026-02-27
3468,knowledge,55.56,gpt-4,2026-02-27
3469,knowledge,70.75,claude-3-opus,2026-02-27
3470,knowledge,40.9,gpt-4,2026-02-27
3471,knowledge,83.68,claude-3-opus,2026-02-27
3472,knowledge,29.42,gpt-4,2026-02-27
3473,knowledge,90.67,gpt-3.5-turbo,2026-02-27
3474,code,47.82,gpt-4,2026-02-27
3475,code,52.43,gpt-3.5-turbo,2026-02-27
3476,code,32.1,gpt-3.5-turbo,2026-02-27
3477,code,18.69,gpt-3.5-turbo,2026-02-27
3478,code,31.51,gpt-3.5-turbo,2026-02-27
3479,code,64.41,gpt-4-turbo,2026-02-27
3480,code,66.92,gpt-4,2026-02-27
3481,code,64.2,gpt-4,2026-02-27
3482,code,91.86,gpt-4-turbo,2026-02-27
3483,code,63.4,claude-3-opus,2026-02-27
3484,code,22.79,gpt-4-turbo,2026-02-27
3485,code,42.57,gpt-4,2026-02-27
3486,code,57.66,claude-3-opus,2026-02-27
3487,code,30.3,gpt-4,2026-02-27
3488,instruction_following,66.98,gpt-4-turbo,2026-02-27
3489,instruction_following,64.39,claude-3-opus,2026-02-27
3490,instruction_following,69.6,gpt-3.5-turbo,2026-02-27
3491,instruction_following,77.72,gpt-4,2026-02-27
3492,instruction_following,91.75,gpt-4-turbo,2026-02-27
3493,instruction_following,80.44,gpt-4-turbo,2026-02-27
3494,instruction_following,64.25,gpt-3.5-turbo,2026-02-27
3495,instruction_following,89.95,gpt-4,2026-02-27
3496,instruction_following,33.08,gpt-4,2026-02-27
3497,instruction_following,40.9,claude-3-opus,2026-02-27
3498,instruction_following,76.57,claude-3-opus,2026-02-27
3499,instruction_following,82.82,gpt-3.5-turbo,2026-02-27
3500,instruction_following,63.68,gpt-4-turbo,2026-02-27
3501,instruction_following,88.09,gpt-4,2026-02-27
3502,tool_calling,26.96,gpt-4-turbo,2026-02-27
3503,tool_calling,42.48,gpt-3.5-turbo,2026-02-27
3504,tool_calling,87.42,gpt-3.5-turbo,2026-02-27
3505,tool_calling,43.86,claude-3-opus,2026-02-27
3506,tool_calling,37.86,gpt-4,2026-02-27
3507,tool_calling,29.1,gpt-4,2026-02-27
3508,tool_calling,55.2,gpt-3.5-turbo,2026-02-27
3509,tool_calling,51.66,gpt-4,2026-02-27
3510,tool_calling,34.57,gpt-4-turbo,2026-02-27
3511,reasoning,39.29,claude-3-opus,2026-02-28
3512,reasoning,16.39,gpt-3.5-turbo,2026-02-28
3513,reasoning,50.13,gpt-3.5-turbo,2026-02-28
3514,reasoning,65.56,claude-3-opus,2026-02-28
3515,reasoning,26.1,gpt-3.5-turbo,2026-02-28
3516,reasoning,82.86,claude-3-opus,2026-02-28
3517,reasoning,31.82,gpt-4-turbo,2026-02-28
3518,reasoning,4.8,gpt-4,2026-02-28
3519,reasoning,54.07,gpt-4-turbo,2026-02-28
3520,reasoning,28.31,gpt-4,2026-02-28
3521,reasoning,36.81,claude-3-opus,2026-02-28
3522,knowledge,75.38,gpt-4-turbo,2026-02-28
3523,knowledge,98.24,claude-3-opus,2026-02-28
3524,knowledge,44.71,gpt-4,2026-02-28
3525,knowledge,65.81,claude-3-opus,2026-02-28
3526,knowledge,43.26,gpt-4,2026-02-28
3527,knowledge,81.46,gpt-4-turbo,2026-02-28
3528,knowledge,49.64,gpt-4-turbo,2026-02-28
3529,knowledge,36.18,claude-3-opus,2026-02-28
3530,knowledge,68.83,claude-3-opus,2026-02-28
3531,knowledge,68.03,gpt-3.5-turbo,2026-02-28
3532,knowledge,34.84,gpt-4,2026-02-28
3533,knowledge,69.87,claude-3-opus,2026-02-28
3534,knowledge,45.58,gpt-4-turbo,2026-02-28
3535,knowledge,41.7,gpt-4,2026-02-28
3536,code,83.11,gpt-3.5-turbo,2026-02-28
3537,code,39.85,claude-3-opus,2026-02-28
3538,code,72.31,claude-3-opus,2026-02-28
3539,code,59.69,gpt-4,2026-02-28
3540,code,51.42,gpt-3.5-turbo,2026-02-28
3541,code,41.95,gpt-4-turbo,2026-02-28
3542,code,68.75,gpt-4,2026-02-28
3543,code,58.64,gpt-3.5-turbo,2026-02-28
3544,code,54.28,gpt-4-turbo,2026-02-28
3545,code,39.99,gpt-4-turbo,2026-02-28
3546,code,52.4,gpt-4-turbo,2026-02-28
3547,code,44.83,claude-3-opus,2026-02-28
3548,code,57.34,claude-3-opus,2026-02-28
3549,instruction_following,87.07,gpt-4-turbo,2026-02-28
3550,instruction_following,86.62,gpt-4,2026-02-28
3551,instruction_following,75.71,gpt-4,2026-02-28
3552,instruction_following,69.3,gpt-4,2026-02-28
3553,instruction_following,57.86,gpt-4,2026-02-28
3554,instruction_following,90.28,gpt-4,2026-02-28
3555,instruction_following,52.42,gpt-4-turbo,2026-02-28
3556,instruction_following,80.6,gpt-4-turbo,2026-02-28
3557,instruction_following,81.91,claude-3-opus,2026-02-28
3558,instruction_following,56.47,claude-3-opus,2026-02-28
3559,instruction_following,78.27,claude-3-opus,2026-02-28
3560,instruction_following,74.18,gpt-3.5-turbo,2026-02-28
3561,instruction_following,77.14,gpt-3.5-turbo,2026-02-28
3562,instruction_following,43.71,gpt-4-turbo,2026-02-28
3563,instruction_following,57.76,gpt-4,2026-02-28
3564,tool_calling,53.17,gpt-3.5-turbo,2026-02-28
3565,tool_calling,59.99,gpt-4-turbo,2026-02-28
3566,tool_calling,40.61,claude-3-opus,2026-02-28
3567,tool_calling,33.36,gpt-4,2026-02-28
3568,tool_calling,19.34,claude-3-opus,2026-02-28
3569,tool_calling,43.56,gpt-4-turbo,2026-02-28
3570,tool_calling,41.36,gpt-3.5-turbo,2026-02-28
3571,tool_calling,17.55,claude-3-opus,2026-02-28
3572,tool_calling,75.45,gpt-4,2026-02-28
3573,tool_calling,12.69,claude-3-opus,2026-02-28
3574,tool_calling,31.27,gpt-4-turbo,2026-02-28
3575,tool_calling,32.71,gpt-3.5-turbo,2026-02-28
3576,reasoning,74.26,gpt-4,2026-03-01
3577,reasoning,17.78,gpt-4-turbo,2026-03-01
3578,reasoning,35.2,gpt-4,2026-03-01
3579,reasoning,17.17,gpt-4,2026-03-01
3580,reasoning,11.17,claude-3-opus,2026-03-01
3581,reasoning,11.4,gpt-4,2026-03-01
3582,reasoning,14.81,gpt-3.5-turbo,2026-03-01
3583,reasoning,65.87,claude-3-opus,2026-03-01
3584,knowledge,53.74,gpt-3.5-turbo,2026-03-01
3585,knowledge,91.0,gpt-4,2026-03-01
3586,knowledge,42.32,gpt-3.5-turbo,2026-03-01
3587,knowledge,77.81,gpt-3.5-turbo,2026-03-01
3588,knowledge,33.74,gpt-3.5-turbo,2026-03-01
3589,knowledge,54.8,gpt-4,2026-03-01
3590,knowledge,53.43,gpt-4,2026-03-01
3591,knowledge,86.32,gpt-4,2026-03-01
3592,knowledge,80.22,gpt-4-turbo,2026-03-01
3593,knowledge,64.83,claude-3-opus,2026-03-01
3594,knowledge,50.36,gpt-3.5-turbo,2026-03-01
3595,knowledge,90.51,claude-3-opus,2026-03-01
3596,knowledge,55.85,gpt-4,2026-03-01
3597,knowledge,33.47,gpt-3.5-turbo,2026-03-01
3598,knowledge,9.04,gpt-3.5-turbo,2026-03-01
3599,code,58.7,gpt-3.5-turbo,2026-03-01
3600,code,40.9,gpt-4,2026-03-01
3601,code,32.92,claude-3-opus,2026-03-01
3602,code,56.53,gpt-3.5-turbo,2026-03-01
3603,code,43.54,claude-3-opus,2026-03-01
3604,code,53.76,gpt-4-turbo,2026-03-01
3605,code,61.69,gpt-4,2026-03-01
3606,instruction_following,82.5,gpt-3.5-turbo,2026-03-01
3607,instruction_following,100.0,gpt-4-turbo,2026-03-01
3608,instruction_following,54.62,gpt-4-turbo,2026-03-01
3609,instruction_following,53.77,gpt-4-turbo,2026-03-01
3610,instruction_following,36.8,gpt-4,2026-03-01
3611,instruction_following,62.35,gpt-3.5-turbo,2026-03-01
3612,instruction_following,58.86,gpt-4-turbo,2026-03-01
3613,instruction_following,72.1,gpt-3.5-turbo,2026-03-01
3614,instruction_following,78.12,gpt-3.5-turbo,2026-03-01
3615,instruction_following,92.26,gpt-3.5-turbo,2026-03-01
3616,instruction_following,70.11,gpt-4,2026-03-01
3617,instruction_following,70.46,claude-3-opus,2026-03-01
3618,tool_calling,59.0,gpt-3.5-turbo,2026-03-01
3619,tool_calling,55.88,gpt-4-turbo,2026-03-01
3620,tool_calling,26.49,gpt-4-turbo,2026-03-01
3621,tool_calling,40.98,gpt-4,2026-03-01
3622,tool_calling,42.73,gpt-4-turbo,2026-03-01
3623,tool_calling,66.33,gpt-3.5-turbo,2026-03-01
3624,tool_calling,39.89,gpt-4-turbo,2026-03-01
3625,tool_calling,37.44,gpt-3.5-turbo,2026-03-01
3626,reasoning,79.63,gpt-4-turbo,2026-03-02
3627,reasoning,55.0,gpt-4-turbo,2026-03-02
3628,reasoning,59.4,gpt-4,2026-03-02
3629,reasoning,9.18,gpt-4-turbo,2026-03-02
3630,reasoning,19.53,gpt-4,2026-03-02
3631,reasoning,23.47,claude-3-opus,2026-03-02
3632,reasoning,33.11,gpt-3.5-turbo,2026-03-02
3633,reasoning,48.01,gpt-4-turbo,2026-03-02
3634,reasoning,43.86,claude-3-opus,2026-03-02
3635,reasoning,0.0,gpt-4-turbo,2026-03-02
3636,reasoning,58.85,gpt-3.5-turbo,2026-03-02
3637,reasoning,63.49,gpt-3.5-turbo,2026-03-02
3638,knowledge,70.43,gpt-3.5-turbo,2026-03-02
3639,knowledge,49.57,gpt-4-turbo,2026-03-02
3640,knowledge,66.83,claude-3-opus,2026-03-02
3641,knowledge,45.11,gpt-4-turbo,2026-03-02
3642,knowledge,84.15,gpt-4,2026-03-02
3643,knowledge,53.67,gpt-4,2026-03-02
3644,knowledge,59.13,claude-3-opus,2026-03-02
3645,knowledge,58.4,gpt-3.5-turbo,2026-03-02
3646,knowledge,62.95,gpt-3.5-turbo,2026-03-02
3647,knowledge,49.92,gpt-4,2026-03-02
3648,knowledge,65.84,gpt-4-turbo,2026-03-02
3649,knowledge,80.41,gpt-4,2026-03-02
3650,knowledge,95.89,claude-3-opus,2026-03-02
3651,knowledge,87.86,claude-3-opus,2026-03-02
3652,code,51.26,gpt-4,2026-03-02
3653,code,75.29,claude-3-opus,2026-03-02
3654,code,51.9,gpt-4-turbo,2026-03-02
3655,code,51.41,gpt-4,2026-03-02
3656,code,68.32,gpt-4,2026-03-02
3657,code,81.5,claude-3-opus,2026-03-02
3658,code,59.78,gpt-4-turbo,2026-03-02
3659,code,58.16,gpt-3.5-turbo,2026-03-02
3660,code,64.84,gpt-4-turbo,2026-03-02
3661,code,60.33,claude-3-opus,2026-03-02
3662,code,66.35,gpt-3.5-turbo,2026-03-02
3663,code,35.43,gpt-4,2026-03-02
3664,instruction_following,72.35,gpt-4,2026-03-02
3665,instruction_following,82.72,gpt-4,2026-03-02
3666,instruction_following,36.87,gpt-4-turbo,2026-03-02
3667,instruction_following,69.07,gpt-4-turbo,2026-03-02
3668,instruction_following,30.37,claude-3-opus,2026-03-02
3669,instruction_following,87.98,gpt-4-turbo,2026-03-02
3670,instruction_following,62.03,claude-3-opus,2026-03-02
3671,tool_calling,53.85,gpt-4-turbo,2026-03-02
3672,tool_calling,45.09,gpt-4,2026-03-02
3673,tool_calling,71.1,claude-3-opus,2026-03-02
3674,tool_calling,18.32,claude-3-opus,2026-03-02
3675,tool_calling,67.68,gpt-3.5-turbo,2026-03-02
3676,tool_calling,49.25,gpt-4-turbo,2026-03-02
3677,tool_calling,26.93,gpt-3.5-turbo,2026-03-02
3678,tool_calling,28.07,claude-3-opus,2026-03-02
3679,tool_calling,42.98,gpt-3.5-turbo,2026-03-02
3680,tool_calling,53.96,gpt-4,2026-03-02
3681,tool_calling,30.65,gpt-4,2026-03-02
3682,tool_calling,66.75,gpt-3.5-turbo,2026-03-02
3683,tool_calling,57.47,claude-3-opus,2026-03-02
3684,tool_calling,34.85,gpt-4-turbo,2026-03-02
3685,reasoning,71.84,gpt-4-turbo,2026-03-03
3686,reasoning,23.02,gpt-4,2026-03-03
3687,reasoning,50.07,gpt-4,2026-03-03
3688,reasoning,35.12,claude-3-opus,2026-03-03
3689,reasoning,5.78,gpt-4,2026-03-03
3690,reasoning,19.28,gpt-4-turbo,2026-03-03
3691,reasoning,22.95,gpt-4,2026-03-03
3692,reasoning,15.01,gpt-3.5-turbo,2026-03-03
3693,reasoning,47.65,gpt-3.5-turbo,2026-03-03
3694,reasoning,18.7,claude-3-opus,2026-03-03
3695,reasoning,48.98,gpt-4-turbo,2026-03-03
3696,reasoning,7.99,gpt-4,2026-03-03
3697,reasoning,43.15,gpt-4,2026-03-03
3698,reasoning,33.01,gpt-3.5-turbo,2026-03-03
3699,knowledge,70.99,gpt-3.5-turbo,2026-03-03
3700,knowledge,67.24,gpt-4-turbo,2026-03-03
3701,knowledge,88.9,gpt-4-turbo,2026-03-03
3702,knowledge,79.08,gpt-3.5-turbo,2026-03-03
3703,knowledge,88.1,gpt-4,2026-03-03
3704,knowledge,81.26,gpt-3.5-turbo,2026-03-03
3705,knowledge,65.17,gpt-4,2026-03-03
3706,knowledge,78.16,gpt-4,2026-03-03
3707,knowledge,73.53,gpt-4-turbo,2026-03-03
3708,knowledge,93.45,gpt-4-turbo,2026-03-03
3709,knowledge,40.89,claude-3-opus,2026-03-03
3710,knowledge,50.92,gpt-4,2026-03-03
3711,knowledge,55.62,gpt-3.5-turbo,2026-03-03
3712,knowledge,69.95,claude-3-opus,2026-03-03
3713,code,11.98,gpt-3.5-turbo,2026-03-03
3714,code,29.98,claude-3-opus,2026-03-03
3715,code,59.83,gpt-4-turbo,2026-03-03
3716,code,40.3,gpt-4,2026-03-03
3717,code,45.13,claude-3-opus,2026-03-03
3718,code,34.51,claude-3-opus,2026-03-03
3719,code,43.64,gpt-4-turbo,2026-03-03
3720,instruction_following,80.59,gpt-4,2026-03-03
3721,instruction_following,33.1,claude-3-opus,2026-03-03
3722,instruction_following,63.02,gpt-4-turbo,2026-03-03
3723,instruction_following,85.1,gpt-3.5-turbo,2026-03-03
3724,instruction_following,53.1,gpt-4-turbo,2026-03-03
3725,instruction_following,91.84,gpt-4-turbo,2026-03-03
3726,instruction_following,57.75,gpt-4,2026-03-03
3727,tool_calling,60.44,gpt-3.5-turbo,2026-03-03
3728,tool_calling,45.83,gpt-4-turbo,2026-03-03
3729,tool_calling,34.81,gpt-4,2026-03-03
3730,tool_calling,45.42,gpt-4-turbo,2026-03-03
3731,tool_calling,84.31,gpt-4-turbo,2026-03-03
3732,tool_calling,12.44,gpt-4,2026-03-03
3733,tool_calling,55.25,gpt-4-turbo,2026-03-03
3734,tool_calling,14.49,claude-3-opus,2026-03-03
3735,tool_calling,61.64,gpt-4-turbo,2026-03-03
3736,reasoning,34.28,gpt-4,2026-03-04
3737,reasoning,62.4,gpt-4-turbo,2026-03-04
3738,reasoning,39.27,gpt-4-turbo,2026-03-04
3739,reasoning,73.03,gpt-3.5-turbo,2026-03-04
3740,reasoning,49.38,gpt-3.5-turbo,2026-03-04
3741,reasoning,33.19,gpt-4-turbo,2026-03-04
3742,reasoning,65.47,gpt-4-turbo,2026-03-04
3743,reasoning,35.82,claude-3-opus,2026-03-04
3744,reasoning,28.66,gpt-4-turbo,2026-03-04
3745,reasoning,26.84,gpt-4-turbo,2026-03-04
3746,reasoning,36.52,gpt-4,2026-03-04
3747,reasoning,31.31,gpt-3.5-turbo,2026-03-04
3748,knowledge,75.9,gpt-4-turbo,2026-03-04
3749,knowledge,39.21,gpt-4-turbo,2026-03-04
3750,knowledge,89.95,gpt-4,2026-03-04
3751,knowledge,91.77,gpt-4,2026-03-04
3752,knowledge,88.76,claude-3-opus,2026-03-04
3753,knowledge,69.37,gpt-3.5-turbo,2026-03-04
3754,knowledge,77.12,gpt-4,2026-03-04
3755,knowledge,73.2,claude-3-opus,2026-03-04
3756,code,73.77,gpt-3.5-turbo,2026-03-04
3757,code,55.53,claude-3-opus,2026-03-04
3758,code,34.77,gpt-4,2026-03-04
3759,code,48.9,gpt-3.5-turbo,2026-03-04
3760,code,21.77,gpt-3.5-turbo,2026-03-04
3761,code,55.26,gpt-3.5-turbo,2026-03-04
3762,code,25.25,gpt-4,2026-03-04
3763,code,81.11,claude-3-opus,2026-03-04
3764,code,74.4,gpt-4,2026-03-04
3765,code,60.39,gpt-4-turbo,2026-03-04
3766,instruction_following,74.51,claude-3-opus,2026-03-04
3767,instruction_following,51.7,gpt-3.5-turbo,2026-03-04
3768,instruction_following,71.0,gpt-3.5-turbo,2026-03-04
3769,instruction_following,91.17,gpt-3.5-turbo,2026-03-04
3770,instruction_following,74.58,gpt-4-turbo,2026-03-04
3771,instruction_following,48.67,claude-3-opus,2026-03-04
3772,instruction_following,77.46,claude-3-opus,2026-03-04
3773,instruction_following,72.63,gpt-3.5-turbo,2026-03-04
3774,instruction_following,90.89,claude-3-opus,2026-03-04
3775,instruction_following,89.44,gpt-4-turbo,2026-03-04
3776,instruction_following,89.36,claude-3-opus,2026-03-04
3777,instruction_following,46.94,gpt-3.5-turbo,2026-03-04
3778,instruction_following,55.01,gpt-3.5-turbo,2026-03-04
3779,instruction_following,66.96,gpt-4-turbo,2026-03-04
3780,instruction_following,67.18,gpt-3.5-turbo,2026-03-04
3781,tool_calling,52.21,gpt-3.5-turbo,2026-03-04
3782,tool_calling,51.99,claude-3-opus,2026-03-04
3783,tool_calling,71.48,gpt-4,2026-03-04
3784,tool_calling,35.11,gpt-4,2026-03-04
3785,tool_calling,14.16,gpt-4,2026-03-04
3786,tool_calling,27.09,gpt-3.5-turbo,2026-03-04
3787,tool_calling,48.76,claude-3-opus,2026-03-04
3788,tool_calling,40.95,gpt-4,2026-03-04
3789,tool_calling,15.68,gpt-4,2026-03-04
3790,tool_calling,36.16,gpt-4-turbo,2026-03-04
3791,tool_calling,58.88,gpt-4,2026-03-04
3792,reasoning,35.48,gpt-4-turbo,2026-03-05
3793,reasoning,50.94,gpt-4,2026-03-05
3794,reasoning,12.54,gpt-4-turbo,2026-03-05
3795,reasoning,29.16,claude-3-opus,2026-03-05
3796,reasoning,35.11,gpt-4,2026-03-05
3797,reasoning,27.55,gpt-4,2026-03-05
3798,reasoning,34.31,gpt-4-turbo,2026-03-05
3799,reasoning,72.73,gpt-4,2026-03-05
3800,reasoning,96.48,gpt-3.5-turbo,2026-03-05
3801,reasoning,44.05,gpt-4,2026-03-05
3802,reasoning,19.53,gpt-3.5-turbo,2026-03-05
3803,reasoning,22.85,gpt-3.5-turbo,2026-03-05
3804,reasoning,17.74,gpt-3.5-turbo,2026-03-05
3805,reasoning,68.53,gpt-3.5-turbo,2026-03-05
3806,knowledge,70.53,gpt-3.5-turbo,2026-03-05
3807,knowledge,69.62,gpt-4,2026-03-05
3808,knowledge,79.28,gpt-3.5-turbo,2026-03-05
3809,knowledge,66.43,gpt-4-turbo,2026-03-05
3810,knowledge,84.11,gpt-4,2026-03-05
3811,knowledge,72.73,claude-3-opus,2026-03-05
3812,knowledge,71.83,gpt-3.5-turbo,2026-03-05
3813,knowledge,52.31,gpt-4,2026-03-05
3814,knowledge,45.99,gpt-4-turbo,2026-03-05
3815,knowledge,76.25,gpt-4-turbo,2026-03-05
3816,knowledge,85.8,claude-3-opus,2026-03-05
3817,knowledge,73.94,gpt-4-turbo,2026-03-05
3818,code,34.01,gpt-3.5-turbo,2026-03-05
3819,code,67.81,claude-3-opus,2026-03-05
3820,code,66.81,claude-3-opus,2026-03-05
3821,code,47.72,claude-3-opus,2026-03-05
3822,code,89.25,gpt-4-turbo,2026-03-05
3823,code,16.09,gpt-3.5-turbo,2026-03-05
3824,instruction_following,81.26,gpt-4,2026-03-05
3825,instruction_following,78.56,gpt-3.5-turbo,2026-03-05
3826,instruction_following,96.47,gpt-4-turbo,2026-03-05
3827,instruction_following,86.14,gpt-3.5-turbo,2026-03-05
3828,instruction_following,80.33,claude-3-opus,2026-03-05
3829,instruction_following,75.97,gpt-4,2026-03-05
3830,instruction_following,76.17,gpt-3.5-turbo,2026-03-05
3831,instruction_following,92.91,gpt-4,2026-03-05
3832,instruction_following,83.15,gpt-4-turbo,2026-03-05
3833,instruction_following,96.32,gpt-3.5-turbo,2026-03-05
3834,instruction_following,75.59,gpt-3.5-turbo,2026-03-05
3835,instruction_following,55.73,gpt-4-turbo,2026-03-05
3836,tool_calling,61.7,claude-3-opus,2026-03-05
3837,tool_calling,31.74,gpt-3.5-turbo,2026-03-05
3838,tool_calling,32.82,gpt-4-turbo,2026-03-05
3839,tool_calling,56.9,claude-3-opus,2026-03-05
3840,tool_calling,62.92,gpt-3.5-turbo,2026-03-05
3841,tool_calling,49.14,gpt-4-turbo,2026-03-05
3842,reasoning,62.34,gpt-4,2026-03-06
3843,reasoning,33.06,gpt-4-turbo,2026-03-06
3844,reasoning,41.43,gpt-4,2026-03-06
3845,reasoning,51.27,claude-3-opus,2026-03-06
3846,reasoning,95.43,gpt-3.5-turbo,2026-03-06
3847,reasoning,33.55,gpt-4,2026-03-06
3848,reasoning,29.05,gpt-4-turbo,2026-03-06
3849,reasoning,59.02,gpt-3.5-turbo,2026-03-06
3850,reasoning,65.6,gpt-3.5-turbo,2026-03-06
3851,reasoning,43.29,gpt-3.5-turbo,2026-03-06
3852,knowledge,82.16,gpt-3.5-turbo,2026-03-06
3853,knowledge,72.72,claude-3-opus,2026-03-06
3854,knowledge,66.24,claude-3-opus,2026-03-06
3855,knowledge,43.22,gpt-4,2026-03-06
3856,knowledge,71.73,claude-3-opus,2026-03-06
3857,knowledge,68.73,gpt-3.5-turbo,2026-03-06
3858,knowledge,77.79,gpt-3.5-turbo,2026-03-06
3859,knowledge,70.73,gpt-4,2026-03-06
3860,code,55.51,claude-3-opus,2026-03-06
3861,code,42.76,gpt-3.5-turbo,2026-03-06
3862,code,45.76,claude-3-opus,2026-03-06
3863,code,77.38,gpt-3.5-turbo,2026-03-06
3864,code,35.54,gpt-4-turbo,2026-03-06
3865,code,63.08,gpt-4-turbo,2026-03-06
3866,code,12.77,claude-3-opus,2026-03-06
3867,instruction_following,50.59,gpt-4,2026-03-06
3868,instruction_following,75.99,gpt-4,2026-03-06
3869,instruction_following,66.29,gpt-4,2026-03-06
3870,instruction_following,77.22,gpt-4-turbo,2026-03-06
3871,instruction_following,94.55,gpt-4,2026-03-06
3872,instruction_following,87.97,gpt-4-turbo,2026-03-06
3873,instruction_following,82.05,gpt-4-turbo,2026-03-06
3874,instruction_following,61.22,claude-3-opus,2026-03-06
3875,instruction_following,83.2,gpt-3.5-turbo,2026-03-06
3876,instruction_following,78.53,gpt-3.5-turbo,2026-03-06
3877,instruction_following,58.69,claude-3-opus,2026-03-06
3878,instruction_following,65.94,gpt-3.5-turbo,2026-03-06
3879,instruction_following,89.42,claude-3-opus,2026-03-06
3880,tool_calling,24.78,gpt-4-turbo,2026-03-06
3881,tool_calling,78.04,gpt-4,2026-03-06
3882,tool_calling,20.85,gpt-4,2026-03-06
3883,tool_calling,44.86,gpt-3.5-turbo,2026-03-06
3884,tool_calling,57.81,gpt-4,2026-03-06
3885,tool_calling,28.76,gpt-3.5-turbo,2026-03-06
3886,tool_calling,49.7,gpt-4-turbo,2026-03-06
3887,tool_calling,53.26,gpt-4,2026-03-06
3888,tool_calling,56.19,gpt-4,2026-03-06
3889,tool_calling,37.91,gpt-4-turbo,2026-03-06
3890,tool_calling,63.42,gpt-4,2026-03-06
3891,tool_calling,54.62,claude-3-opus,2026-03-06
3892,tool_calling,26.11,claude-3-opus,2026-03-06
3893,tool_calling,75.11,claude-3-opus,2026-03-06
3894,reasoning,17.32,claude-3-opus,2026-03-07
3895,reasoning,29.05,gpt-3.5-turbo,2026-03-07
3896,reasoning,43.9,gpt-4-turbo,2026-03-07
3897,reasoning,31.69,gpt-3.5-turbo,2026-03-07
3898,reasoning,65.66,gpt-4,2026-03-07
3899,reasoning,8.49,gpt-4,2026-03-07
3900,reasoning,37.87,gpt-4,2026-03-07
3901,reasoning,61.18,gpt-4-turbo,2026-03-07
3902,reasoning,18.16,claude-3-opus,2026-03-07
3903,knowledge,87.62,claude-3-opus,2026-03-07
3904,knowledge,46.17,gpt-4-turbo,2026-03-07
3905,knowledge,68.12,claude-3-opus,2026-03-07
3906,knowledge,80.74,claude-3-opus,2026-03-07
3907,knowledge,85.41,gpt-4,2026-03-07
3908,code,62.05,gpt-4,2026-03-07
3909,code,52.14,gpt-4,2026-03-07
3910,code,74.03,gpt-4-turbo,2026-03-07
3911,code,16.75,gpt-3.5-turbo,2026-03-07
3912,code,60.96,gpt-3.5-turbo,2026-03-07
3913,code,41.61,gpt-3.5-turbo,2026-03-07
3914,code,38.83,gpt-4-turbo,2026-03-07
3915,code,69.89,claude-3-opus,2026-03-07
3916,code,51.76,gpt-4-turbo,2026-03-07
3917,code,51.61,gpt-3.5-turbo,2026-03-07
3918,code,73.67,gpt-4,2026-03-07
